surface_m2,pieces,age_annees,revenu_median,distance_centre_km,prix
75.5,4.0,25,3.377,3.34,3.954
93.8,5.0,33,7.005,4.09,5.667
185.8,8.0,59,3.047,11.28,6.641
89.1,3.0,82,2.001,4.41,2.52
92.3,3.0,15,2.972,27.58,2.96
62.4,3.0,87,0.837,3.31,2.228
129.1,5.0,73,2.679,0.86,5.363
72.6,4.0,6,4.445,21.14,3.323
103.2,4.0,75,3.564,18.44,4.25
81.0,3.0,57,3.109,3.56,3.851
116.2,5.0,88,3.641,0.6,5.142
41.5,1.0,18,4.466,1.83,3.244
110.8,5.0,89,5.162,6.78,6.201
120.2,6.0,4,3.325,3.76,5.799
94.6,4.0,6,2.358,23.68,2.797
96.5,4.0,40,0.96,9.47,3.064
90.7,4.0,59,4.221,3.81,4.8
102.8,3.0,15,3.428,0.24,4.764
173.8,8.0,24,2.912,42.39,4.666
144.0,7.0,35,1.994,4.59,5.639
102.7,5.0,11,4.197,14.23,5.205
93.8,5.0,15,2.421,2.21,4.588
139.3,6.0,13,2.677,0.59,5.872
113.7,6.0,85,2.651,1.49,5.198
74.9,3.0,84,3.328,14.07,2.928
98.8,5.0,56,1.621,1.08,4.126
167.0,7.0,61,3.501,21.46,5.984
127.4,6.0,12,1.965,13.75,3.814
94.1,4.0,4,1.996,7.23,2.685
64.6,4.0,33,4.049,1.81,4.078
116.0,7.0,88,1.737,1.18,4.381
108.1,6.0,43,4.045,2.53,4.886
101.7,6.0,72,2.845,8.16,3.986
139.8,5.0,33,1.295,4.74,5.285
127.9,5.0,27,5.023,5.34,6.394
65.2,3.0,73,3.126,12.13,2.974
108.3,5.0,42,3.246,3.41,5.096
70.2,3.0,65,4.277,6.88,3.397
91.2,3.0,65,5.337,2.17,5.381
68.6,4.0,65,2.976,4.07,3.577
69.4,5.0,60,3.589,0.21,4.002
120.8,6.0,72,3.212,0.21,5.509
116.8,6.0,41,2.33,0.91,5.33
105.6,5.0,27,1.333,1.76,3.893
88.7,3.0,46,2.994,0.47,4.536
67.0,3.0,29,5.056,8.69,4.206
91.4,6.0,3,3.534,15.7,4.098
116.9,5.0,32,1.681,0.14,5.264
116.0,5.0,45,4.454,16.02,4.491
165.8,8.0,46,2.365,0.04,6.65
157.2,8.0,30,1.06,1.59,5.699
107.0,4.0,65,4.298,20.12,4.283
91.1,4.0,25,1.776,4.82,4.036
81.6,3.0,58,6.058,0.1,4.953
63.9,3.0,24,4.556,12.42,4.642
72.6,4.0,88,2.453,3.83,2.948
186.3,8.0,58,3.342,8.43,7.442
117.0,6.0,50,8.091,10.69,7.03
130.9,6.0,38,4.263,3.02,6.249
97.0,6.0,68,3.026,36.11,2.276
225.7,9.0,38,9.975,1.47,12.473
72.8,3.0,72,2.866,27.59,1.591
62.0,3.0,14,3.532,12.76,2.368
224.2,9.0,73,1.784,1.11,7.856
66.0,2.0,86,1.279,0.06,2.955
96.6,4.0,21,2.388,2.07,4.681
83.8,4.0,20,2.766,1.09,3.391
119.9,4.0,85,3.152,0.43,5.415
94.2,4.0,36,1.435,10.78,2.467
131.1,5.0,62,3.659,12.33,5.181
140.8,6.0,17,1.871,0.57,5.262
63.7,3.0,38,3.575,1.14,3.97
80.8,4.0,63,4.14,15.9,3.754
134.9,6.0,80,2.275,5.25,5.499
150.6,7.0,39,1.762,17.58,4.837
112.7,5.0,6,5.445,0.72,6.296
122.9,6.0,37,4.026,19.73,4.362
169.6,8.0,57,2.911,3.49,6.559
94.6,4.0,78,5.263,4.74,5.422
112.3,5.0,75,2.822,3.59,4.851
157.3,7.0,68,2.056,0.05,6.245
160.8,7.0,14,1.732,1.12,6.761
103.0,6.0,46,2.59,3.33,4.137
81.6,4.0,51,3.847,2.47,4.559
102.7,4.0,42,5.08,10.54,4.633
105.9,5.0,83,2.747,1.67,5.099
80.7,3.0,86,4.692,16.42,3.752
84.5,4.0,18,2.468,0.52,4.359
160.9,7.0,86,1.912,3.39,5.733
124.8,5.0,76,1.51,12.85,4.713
96.7,4.0,63,2.165,1.16,4.734
74.2,3.0,34,1.536,19.59,2.116
84.8,3.0,68,6.715,5.99,5.705
60.5,2.0,52,3.312,15.77,2.286
113.7,6.0,80,2.604,4.42,4.272
83.3,4.0,64,5.9,6.36,5.275
116.7,6.0,86,1.513,6.77,3.828
134.4,7.0,37,2.556,6.01,5.973
117.2,6.0,7,6.685,4.27,7.328
92.9,6.0,44,2.548,10.97,3.9
79.3,4.0,89,8.175,15.81,5.298
70.9,3.0,58,3.871,6.33,3.962
155.3,7.0,63,4.892,15.39,6.621
115.5,6.0,56,4.957,5.89,5.697
94.6,4.0,53,2.72,16.02,2.838
128.4,5.0,5,2.182,3.13,5.561
146.5,7.0,37,2.581,3.39,6.172
83.9,3.0,7,1.743,5.4,4.273
114.4,6.0,30,2.639,0.39,5.161
115.1,6.0,64,2.713,18.64,4.126
167.0,7.0,72,5.813,8.59,7.776
94.1,5.0,20,3.55,5.41,4.845
78.5,3.0,58,7.871,0.21,5.672
118.6,6.0,20,1.029,8.18,4.142
132.0,6.0,18,1.572,0.09,5.599
111.3,7.0,86,2.317,0.92,4.704
171.1,8.0,54,5.321,6.61,8.15
94.0,4.0,17,2.587,1.07,4.368
112.2,4.0,12,1.404,2.34,4.429
65.2,4.0,4,2.434,11.37,3.236
77.1,3.0,44,1.586,75.9,0.2
84.0,3.0,9,1.452,7.95,2.513
99.1,5.0,52,6.682,13.13,5.492
68.3,4.0,39,2.32,2.63,2.972
127.7,6.0,57,2.939,3.1,4.717
81.7,4.0,18,2.607,15.19,3.082
210.2,9.0,13,2.427,8.76,7.969
82.6,4.0,9,1.862,21.14,2.848
108.3,5.0,8,2.364,3.64,4.264
103.9,5.0,6,3.164,4.23,4.893
75.1,4.0,23,5.147,9.99,4.751
99.2,5.0,72,4.163,4.46,4.694
98.8,4.0,54,1.571,0.84,4.073
140.9,6.0,22,4.241,19.39,6.163
120.1,6.0,83,3.367,12.34,4.112
127.1,5.0,68,2.052,0.49,5.131
139.8,5.0,70,2.95,7.84,5.779
127.8,6.0,80,3.517,6.4,5.31
114.0,6.0,67,2.776,17.67,4.548
83.8,3.0,86,3.374,3.82,4.04
111.6,5.0,29,1.844,1.05,5.219
78.8,3.0,77,6.664,8.65,5.101
101.7,4.0,10,1.141,5.82,4.303
97.4,5.0,27,3.526,3.42,4.9
99.4,4.0,80,3.206,58.67,0.586
68.6,2.0,12,3.63,7.84,3.191
41.7,2.0,45,1.976,3.55,2.344
91.6,4.0,30,4.6,2.1,5.403
151.0,6.0,9,2.589,19.2,5.119
107.8,5.0,21,1.594,0.53,5.067
147.2,6.0,48,1.661,15.6,4.63
79.0,3.0,56,2.875,1.04,3.899
90.2,4.0,60,1.325,0.66,3.654
215.0,9.0,11,6.112,4.4,9.505
80.5,4.0,28,4.358,7.92,4.23
126.3,5.0,9,6.185,23.3,6.57
126.2,5.0,0,5.898,1.75,6.613
121.5,5.0,35,2.32,0.06,5.366
126.8,6.0,55,1.838,0.32,4.708
80.1,3.0,33,0.815,3.39,2.469
93.1,3.0,3,2.264,3.35,3.462
44.6,2.0,19,6.017,4.7,4.256
169.0,7.0,38,1.873,1.07,6.231
126.6,5.0,32,2.473,14.44,4.959
84.1,4.0,74,2.118,4.38,3.21
79.3,3.0,53,3.218,0.66,3.979
151.9,8.0,89,4.849,14.92,6.593
82.2,4.0,15,1.36,3.41,2.727
84.0,4.0,33,1.482,7.11,3.179
74.1,3.0,7,5.307,20.06,3.86
134.6,4.0,1,3.781,5.69,6.271
146.4,6.0,83,2.419,0.07,5.529
97.6,4.0,44,5.86,0.06,5.579
146.7,7.0,59,1.471,48.77,2.973
118.1,4.0,24,4.133,4.35,6.02
72.7,3.0,4,2.636,3.31,3.305
164.6,7.0,80,3.571,0.36,6.61
73.8,4.0,59,0.928,4.87,2.473
99.9,5.0,64,2.417,8.8,3.546
97.7,5.0,48,3.787,30.8,3.334
92.1,5.0,36,2.642,0.14,4.022
54.8,3.0,38,4.782,7.3,3.905
198.0,9.0,68,4.711,4.79,8.653
56.9,2.0,20,1.766,1.78,2.907
168.2,9.0,30,3.938,2.7,6.769
78.4,3.0,27,1.739,11.62,2.075
86.5,4.0,46,2.785,8.11,4.112
162.3,8.0,87,3.652,1.88,6.76
122.3,6.0,83,1.867,4.91,4.09
65.9,3.0,49,3.873,1.35,3.731
65.4,3.0,18,2.165,9.19,2.759
116.3,4.0,84,2.093,1.25,4.446
73.4,4.0,28,3.736,7.82,3.946
124.3,6.0,32,1.866,4.24,5.022
128.6,7.0,79,1.824,6.03,4.938
81.0,2.0,23,4.343,12.56,4.252
88.0,4.0,41,2.854,9.27,3.681
117.6,5.0,82,1.413,4.91,4.126
79.9,4.0,28,3.995,0.08,4.839
107.9,5.0,56,2.264,8.67,4.304
219.9,9.0,3,1.446,13.32,7.201
119.5,5.0,89,0.88,17.26,3.156
92.5,4.0,37,4.082,6.26,4.723
205.5,9.0,60,1.846,0.42,7.605
137.9,7.0,45,1.553,3.96,5.068
74.0,4.0,39,3.625,1.52,3.596
78.3,4.0,36,3.906,1.3,3.356
58.9,2.0,1,1.908,13.47,1.921
116.9,5.0,24,4.099,0.12,5.892
51.9,4.0,34,6.853,2.23,4.468
205.4,9.0,33,4.983,1.02,9.773
96.1,2.0,24,4.646,11.26,4.077
140.8,6.0,57,3.131,24.09,4.999
93.3,5.0,74,2.226,2.75,4.087
116.2,5.0,80,2.651,3.67,5.5
100.3,4.0,87,3.315,1.51,4.732
106.8,5.0,58,1.544,11.39,3.078
155.9,7.0,36,1.923,13.2,5.815
182.3,7.0,58,1.43,7.3,6.878
177.1,9.0,11,3.022,2.08,6.964
283.5,9.0,73,2.822,1.58,10.69
82.7,3.0,48,2.026,7.75,3.396
120.0,6.0,14,3.932,16.76,4.953
83.3,3.0,38,1.699,58.81,0.2
153.6,7.0,27,1.993,13.47,5.326
75.1,3.0,31,3.862,9.37,3.461
156.9,9.0,4,4.129,3.2,7.972
112.5,5.0,1,1.9,5.23,4.481
102.2,3.0,31,3.017,11.72,3.813
106.1,4.0,27,1.915,41.69,1.71
70.9,4.0,89,2.487,6.82,3.076
72.8,4.0,23,2.9,4.55,3.623
113.2,7.0,29,3.498,5.72,5.074
112.9,6.0,82,3.136,4.34,5.023
84.5,4.0,77,3.074,4.37,3.633
95.8,4.0,5,1.673,2.4,3.035
123.4,7.0,7,3.237,4.18,5.954
79.8,3.0,8,3.483,6.84,4.079
56.8,2.0,41,3.706,6.51,3.128
171.2,7.0,51,1.966,4.05,6.259
115.9,4.0,31,4.104,7.87,5.181
89.4,4.0,1,1.503,2.65,3.962
83.2,4.0,18,2.239,1.18,3.62
79.5,4.0,55,2.401,2.33,3.888
153.4,7.0,33,1.54,5.13,5.18
67.2,2.0,11,2.385,6.7,2.942
119.9,4.0,58,3.003,3.14,5.017
119.8,6.0,55,1.195,13.4,4.18
135.4,6.0,44,2.276,5.8,4.96
92.2,4.0,84,1.238,14.23,2.33
165.9,7.0,75,6.812,13.98,7.255
136.8,6.0,3,2.991,15.46,5.032
91.2,5.0,81,2.877,7.74,3.93
82.0,3.0,4,3.018,13.32,2.732
100.4,5.0,43,3.568,35.81,2.743
90.2,5.0,81,4.221,10.36,4.473
77.7,3.0,88,1.345,0.6,2.872
107.7,5.0,2,4.902,1.73,5.951
96.0,4.0,6,4.762,16.75,3.947
180.1,7.0,21,2.638,2.0,7.19
90.1,4.0,24,2.577,1.25,4.182
81.7,4.0,25,0.673,6.11,2.711
105.4,5.0,37,1.553,12.29,3.628
114.6,4.0,28,3.433,3.89,5.01
117.6,5.0,52,4.666,5.17,5.549
117.2,6.0,76,3.773,2.81,5.097
106.6,6.0,49,2.627,9.57,4.67
104.0,6.0,29,6.467,4.63,5.926
128.8,5.0,51,4.273,3.34,6.039
75.5,4.0,55,2.277,0.6,4.147
81.9,3.0,80,7.257,10.0,5.549
62.0,3.0,85,1.66,0.8,2.757
75.8,3.0,24,1.402,0.46,3.23
148.0,6.0,82,2.249,22.75,4.436
127.0,6.0,73,1.932,3.69,4.569
188.9,9.0,11,2.307,1.67,7.552
172.1,8.0,50,3.893,15.27,6.96
127.3,6.0,13,2.677,1.03,5.767
110.5,5.0,44,2.708,7.98,4.756
106.0,5.0,4,2.791,6.46,5.06
51.0,3.0,26,0.96,18.43,1.057
102.1,4.0,52,1.375,2.25,3.887
86.5,4.0,27,2.286,1.8,3.224
76.9,5.0,0,1.86,0.79,4.487
120.4,6.0,34,2.449,0.78,5.106
98.1,4.0,48,5.113,3.21,5.567
108.2,5.0,68,2.629,12.17,3.882
73.3,3.0,12,1.499,17.74,1.969
138.8,6.0,42,1.902,0.38,5.467
90.0,4.0,17,5.869,9.34,4.757
118.2,5.0,13,5.417,3.94,5.428
92.5,4.0,10,3.554,0.38,5.197
48.4,2.0,68,1.346,5.41,1.892
122.0,6.0,82,3.121,0.22,5.124
100.2,5.0,59,3.231,9.94,4.385
60.7,3.0,34,2.75,0.55,3.537
70.5,2.0,85,2.103,4.35,2.459
140.3,7.0,44,2.309,5.64,5.717
61.6,3.0,47,2.038,5.58,2.954
89.2,3.0,57,1.624,2.64,2.878
195.1,9.0,58,5.026,12.66,8.389
123.1,5.0,44,4.043,26.09,4.499
133.5,7.0,43,2.391,0.23,6.393
95.3,4.0,28,3.185,0.48,4.826
59.1,1.0,61,3.239,0.39,2.939
111.7,5.0,60,7.801,0.19,7.106
72.1,3.0,39,4.026,7.3,4.448
69.9,3.0,64,3.958,6.67,3.457
107.4,4.0,12,2.765,3.12,4.916
73.7,3.0,37,2.236,8.6,2.829
103.3,4.0,88,5.064,19.52,4.713
82.8,2.0,66,3.646,2.65,4.337
102.1,6.0,64,1.871,1.1,4.295
87.3,4.0,77,3.334,0.07,4.146
103.0,4.0,54,3.962,17.47,3.939
166.9,7.0,59,1.059,9.55,4.909
134.5,7.0,43,1.795,5.71,5.204
99.2,4.0,74,3.2,6.96,4.212
157.2,7.0,64,1.143,0.43,5.504
118.8,5.0,47,1.228,8.77,3.36
153.3,7.0,11,2.407,4.55,6.278
63.7,2.0,72,3.391,2.61,3.348
74.0,3.0,29,3.463,3.41,3.954
111.2,5.0,32,5.54,1.78,5.849
98.4,5.0,11,2.821,30.71,3.075
103.1,4.0,19,2.299,8.36,3.968
125.3,6.0,11,1.509,5.67,5.077
111.6,6.0,8,2.286,0.45,4.697
139.0,5.0,1,3.737,0.5,6.821
137.7,6.0,26,3.814,17.83,5.922
75.1,3.0,68,3.062,12.66,2.998
48.9,1.0,77,3.477,1.27,2.908
73.5,4.0,20,4.828,2.51,4.902
72.0,3.0,38,2.812,8.6,2.759
105.7,4.0,74,5.029,8.03,4.966
105.2,6.0,63,1.96,3.5,4.362
96.5,5.0,81,2.63,6.03,4.701
120.3,4.0,37,2.189,8.83,3.979
227.2,9.0,15,3.883,14.37,9.294
95.8,5.0,12,1.722,1.3,4.055
112.8,5.0,63,2.352,3.26,4.583
103.1,6.0,2,1.177,8.67,4.241
84.8,4.0,41,3.552,0.92,5.111
125.7,6.0,31,4.764,55.92,3.304
94.2,4.0,82,4.095,24.42,3.765
79.0,4.0,89,3.918,7.16,3.507
80.9,3.0,43,3.966,2.67,4.055
140.8,7.0,52,3.724,8.18,5.567
124.6,6.0,34,3.584,34.46,3.688
87.9,3.0,69,3.69,0.64,4.54
119.7,6.0,26,2.024,6.34,4.811
103.5,6.0,66,2.484,6.37,4.902
113.5,5.0,81,2.806,1.77,5.555
84.1,4.0,15,2.337,8.68,3.426
72.7,3.0,20,1.343,1.61,2.732
94.1,4.0,34,1.559,7.53,3.822
76.6,2.0,74,3.015,0.8,3.995
74.9,3.0,57,4.086,20.81,3.123
64.8,3.0,17,2.73,20.47,2.483
49.0,3.0,33,9.433,28.95,4.398
88.4,3.0,57,1.797,1.35,3.164
150.0,7.0,86,3.321,21.09,4.797
136.8,7.0,40,4.86,11.69,6.25
176.0,8.0,6,4.391,1.02,8.059
73.8,3.0,9,3.65,2.51,4.128
128.5,5.0,2,4.4,9.21,5.829
99.1,4.0,11,2.787,0.16,4.057
81.0,2.0,37,5.745,0.43,4.341
143.8,6.0,25,4.842,0.32,7.353
99.4,4.0,27,1.852,22.6,2.601
56.8,3.0,68,3.142,0.44,3.098
136.2,6.0,42,1.355,1.97,4.935
116.9,5.0,65,5.391,0.63,5.915
107.7,5.0,48,3.007,17.66,3.603
69.3,3.0,18,4.988,8.82,4.438
111.9,5.0,85,2.588,4.05,4.455
167.0,7.0,42,1.179,13.63,5.618
115.8,5.0,75,8.907,7.07,7.627
61.9,4.0,8,2.883,11.46,3.027
118.8,5.0,76,1.733,5.25,4.605
116.2,5.0,64,4.552,8.35,5.382
132.1,6.0,22,6.795,9.87,7.538
115.1,4.0,71,2.482,2.28,4.917
74.9,3.0,66,2.6,6.49,3.46
105.8,5.0,80,3.026,3.47,4.277
94.6,4.0,18,1.649,2.12,3.953
110.0,4.0,79,1.992,3.31,3.519
145.7,6.0,68,6.061,4.86,7.745
82.7,4.0,30,2.561,27.1,2.15
185.8,9.0,31,1.865,16.04,6.237
118.5,5.0,22,2.218,6.94,4.17
136.5,6.0,42,4.405,27.34,4.976
130.1,6.0,80,1.117,1.24,4.639
116.9,6.0,75,3.048,0.18,5.926
124.2,6.0,13,8.232,1.8,8.29
35.7,2.0,11,6.78,9.35,3.577
130.1,6.0,5,3.518,14.87,4.71
76.8,3.0,55,4.916,8.74,3.332
101.4,6.0,28,4.894,0.02,5.492
116.6,5.0,68,2.569,23.96,3.079
148.0,6.0,68,4.121,2.8,6.697
76.8,3.0,17,6.079,16.58,4.286
89.1,5.0,62,1.539,2.67,3.563
93.0,4.0,68,3.524,22.51,2.901
110.4,6.0,88,3.198,1.3,5.095
94.9,4.0,65,2.847,3.66,3.631
124.4,5.0,32,2.736,1.59,5.308
57.5,3.0,89,3.017,0.77,3.33
98.7,4.0,24,3.133,1.69,4.527
173.0,8.0,72,4.497,4.31,7.783
95.0,5.0,34,3.368,18.67,3.017
118.7,5.0,84,2.509,21.2,2.961
139.9,6.0,70,1.863,22.97,4.213
117.3,5.0,53,2.198,0.32,5.245
191.9,9.0,19,3.057,1.26,7.979
106.6,6.0,16,1.978,21.5,4.205
126.5,5.0,85,4.161,15.9,4.468
112.0,5.0,72,3.299,11.44,4.231
160.2,7.0,46,4.548,26.27,5.982
90.5,4.0,78,2.039,16.76,2.957
197.8,9.0,70,1.87,11.69,6.668
83.4,3.0,34,4.532,11.89,3.68
179.1,8.0,74,2.882,1.33,7.47
74.0,3.0,71,2.482,0.1,3.453
127.9,5.0,43,3.723,16.45,4.832
103.5,5.0,1,3.661,1.23,5.449
138.9,6.0,66,1.545,5.94,4.915
119.6,5.0,30,5.069,1.65,6.202
136.3,7.0,32,2.26,7.2,5.325
73.2,2.0,64,5.842,1.35,4.44
60.5,4.0,72,1.492,28.22,0.661
69.5,3.0,7,3.136,8.17,3.154
69.0,3.0,74,2.5,6.95,2.852
72.9,3.0,26,1.118,0.62,2.254
85.2,3.0,50,3.655,14.08,3.845
84.9,5.0,78,1.144,2.66,3.197
104.3,6.0,19,2.384,3.43,4.268
78.5,3.0,19,4.468,23.85,3.785
80.5,4.0,87,2.141,0.78,3.479
96.8,4.0,33,1.81,20.66,2.361
145.6,8.0,85,3.897,13.88,6.458
90.0,3.0,32,2.43,14.42,3.634
102.0,5.0,55,2.265,18.94,3.006
107.5,4.0,45,4.825,7.03,5.162
75.5,2.0,88,1.608,10.87,2.065
92.8,4.0,49,2.21,24.93,1.906
82.5,5.0,45,4.014,0.28,4.799
140.7,6.0,41,1.561,24.0,4.336
136.7,7.0,33,6.043,5.18,7.447
79.9,4.0,39,2.466,1.54,3.749
101.4,5.0,41,4.029,4.58,5.346
126.5,6.0,68,4.025,1.63,5.56
115.2,4.0,4,2.538,0.29,5.682
119.4,5.0,45,2.191,2.72,4.554
75.7,4.0,49,2.666,2.53,3.371
176.6,8.0,67,3.746,0.84,7.425
84.6,4.0,59,1.744,3.09,3.156
83.9,4.0,38,1.582,21.29,2.211
66.9,5.0,9,5.301,8.98,4.337
98.2,4.0,33,1.953,19.91,3.024
151.0,8.0,23,3.188,4.34,6.285
114.8,5.0,18,2.482,2.28,5.011
100.8,6.0,64,2.532,31.56,2.351
133.2,5.0,43,5.174,5.48,6.681
149.6,7.0,71,2.616,5.18,6.164
136.6,6.0,12,2.315,3.39,5.605
55.3,3.0,88,2.408,13.77,1.698
133.6,7.0,42,2.167,0.31,5.746
121.0,6.0,22,2.011,1.34,4.775
79.3,4.0,32,2.171,1.7,3.619
121.2,5.0,75,5.746,2.79,6.3
151.1,6.0,63,3.744,17.01,6.585
85.8,4.0,15,2.327,6.53,3.22
139.9,6.0,89,4.228,14.12,4.684
115.7,5.0,11,1.331,17.55,3.349
39.8,1.0,24,5.048,2.27,2.754
103.2,6.0,65,4.869,4.13,5.244
114.1,5.0,47,7.436,9.12,6.181
94.0,5.0,40,4.285,9.35,4.312
117.1,5.0,83,3.309,0.2,4.886
99.5,5.0,71,4.86,3.48,5.617
212.8,9.0,86,2.051,2.2,7.894
91.9,4.0,25,2.275,0.9,4.482
80.0,4.0,76,2.641,7.19,3.348
137.5,8.0,19,5.033,2.03,7.476
95.7,5.0,72,1.849,7.56,3.456
101.3,5.0,49,1.763,6.32,4.416
98.5,5.0,53,3.024,3.28,4.67
134.8,6.0,10,3.754,2.65,5.983
72.7,3.0,79,1.981,0.79,3.287
139.8,7.0,25,3.675,0.35,6.577
124.3,6.0,53,5.032,4.2,6.18
186.0,8.0,14,4.666,3.55,8.404
111.1,5.0,83,3.187,4.15,5.05
74.4,3.0,28,2.61,5.87,2.561
111.6,5.0,68,5.936,5.88,5.871
116.2,6.0,68,2.737,14.14,4.557
155.7,7.0,49,4.15,15.12,6.363
74.3,2.0,10,6.562,8.42,4.484
61.9,3.0,25,3.959,1.12,3.004
112.3,4.0,55,1.736,4.5,4.737
189.0,7.0,48,1.557,2.77,6.787
130.6,7.0,52,2.378,1.92,6.033
133.2,6.0,22,3.741,15.82,5.64
66.4,3.0,48,3.321,2.84,3.206
106.1,5.0,7,7.339,0.73,6.139
156.8,6.0,43,3.306,0.61,6.541
116.7,4.0,8,2.346,5.32,4.672
60.7,3.0,59,1.632,36.46,0.648
105.4,4.0,51,4.624,0.57,5.097
127.4,6.0,76,2.711,13.49,4.711
35.3,1.0,41,1.38,12.59,0.942
101.6,5.0,14,2.746,2.53,5.021
77.3,4.0,21,1.737,2.86,3.216
138.9,7.0,73,2.244,17.24,4.846
90.7,4.0,86,2.726,7.48,3.735
120.4,5.0,5,1.809,40.4,2.89
104.5,5.0,60,2.183,11.7,3.488
89.5,4.0,43,1.945,24.5,1.325
196.9,7.0,23,1.968,8.39,6.956
86.3,4.0,46,1.727,7.03,3.158
107.4,5.0,84,2.187,10.5,3.436
104.4,5.0,17,1.817,4.6,3.677
111.4,4.0,75,3.539,9.31,4.355
191.4,8.0,8,2.975,1.28,7.892
127.5,5.0,64,4.654,10.48,5.667
89.3,5.0,6,6.354,3.72,5.09
169.0,7.0,5,3.687,2.75,6.771
135.0,5.0,3,3.328,2.29,6.395
89.8,4.0,72,3.793,6.4,4.144
159.6,7.0,51,3.353,24.57,5.457
66.1,2.0,62,2.78,2.66,2.601
71.8,4.0,13,2.683,5.41,3.462
59.4,3.0,82,1.716,9.42,1.89
51.4,3.0,72,3.965,3.44,2.977
155.5,8.0,43,2.68,0.15,6.137
111.9,5.0,80,5.219,2.82,5.512
61.1,3.0,12,4.103,6.23,4.308
103.5,4.0,26,2.051,4.14,4.032
141.5,7.0,4,4.764,0.74,7.443
81.3,3.0,14,0.859,6.69,2.659
94.0,4.0,75,6.479,19.07,4.663
200.5,9.0,36,1.488,12.72,6.634
96.9,5.0,58,3.397,1.19,5.203
62.7,3.0,79,3.295,0.41,3.513
87.5,5.0,68,4.507,0.68,4.663
59.8,2.0,35,2.345,24.8,1.323
131.1,5.0,31,1.035,0.11,5.244
77.6,4.0,9,2.346,0.51,2.803
76.8,3.0,74,2.463,3.75,3.359
207.4,9.0,88,1.081,2.7,7.463
69.3,2.0,45,2.774,0.83,3.074
65.3,2.0,44,1.675,10.82,2.182
73.0,2.0,76,3.64,8.11,3.453
143.0,6.0,30,2.433,7.04,5.133
125.1,5.0,36,6.57,1.33,7.38
87.1,4.0,80,2.422,2.25,3.832
84.5,5.0,34,3.299,1.8,4.322
121.8,6.0,83,2.47,0.53,5.157
113.3,4.0,14,1.309,4.02,4.42
99.0,5.0,44,2.479,3.74,5.096
126.6,6.0,44,3.815,0.1,6.266
71.4,3.0,27,3.564,16.73,3.278
78.0,4.0,86,2.382,20.28,2.398
128.9,6.0,43,1.411,0.51,5.685
116.5,5.0,79,3.633,24.73,3.416
50.2,2.0,19,3.283,43.16,0.2
105.9,6.0,31,3.973,10.36,4.993
204.6,9.0,43,2.403,1.44,8.271
136.2,5.0,50,1.274,20.21,2.946
88.0,4.0,20,3.456,0.01,4.593
80.2,3.0,28,2.707,6.55,3.416
118.4,4.0,55,5.085,17.75,5.295
155.3,7.0,25,2.754,10.77,6.142
57.0,4.0,68,2.663,0.49,2.454
115.4,5.0,42,3.28,24.84,3.503
93.5,4.0,87,2.078,14.63,2.712
111.9,4.0,21,2.033,3.28,4.728
63.8,3.0,75,2.601,3.41,3.072
155.3,7.0,44,1.796,1.74,5.808
170.4,7.0,7,2.452,9.36,6.516
131.8,6.0,63,6.507,4.76,6.695
183.0,8.0,19,4.346,2.88,8.875
92.0,3.0,12,3.122,6.85,4.266
114.5,5.0,47,5.464,2.24,6.447
132.5,7.0,70,1.875,5.93,5.505
118.9,5.0,23,8.337,3.29,7.986
95.9,4.0,56,2.21,0.62,4.101
99.4,4.0,1,6.697,1.18,6.336
164.7,8.0,16,6.684,0.24,9.28
104.1,4.0,67,1.235,0.91,3.845
152.1,7.0,1,5.26,1.31,7.424
102.3,4.0,32,2.392,15.14,4.276
151.7,7.0,45,2.105,0.26,5.816
107.9,5.0,5,3.442,1.97,4.64
128.6,5.0,88,1.727,9.0,4.692
83.4,5.0,45,3.407,9.57,3.626
114.4,4.0,30,1.78,14.82,3.857
83.9,4.0,87,2.944,9.81,4.02
91.2,5.0,50,4.958,4.79,4.598
93.7,5.0,61,3.235,0.0,4.607
98.8,4.0,8,2.312,0.1,4.965
145.4,6.0,14,3.468,0.76,6.781
90.0,4.0,4,1.444,28.47,2.044
110.4,5.0,46,1.864,3.74,5.178
151.9,7.0,75,2.24,20.05,4.869
127.7,5.0,81,3.873,12.48,5.24
57.4,2.0,51,3.263,19.39,2.639
63.3,2.0,4,3.458,4.78,3.735
119.7,5.0,56,2.685,6.66,5.238
88.5,5.0,57,1.907,4.81,3.283
60.6,2.0,53,5.31,0.35,4.643
86.4,3.0,64,1.986,4.26,3.394
121.2,5.0,50,3.282,16.17,4.284
93.3,5.0,63,2.585,26.0,2.829
106.8,5.0,43,3.502,6.89,4.861
96.1,4.0,13,2.07,8.71,4.374
82.5,3.0,7,4.365,9.16,4.354
113.7,5.0,81,5.054,2.86,5.515
58.6,3.0,39,4.247,7.4,3.075
79.1,5.0,29,2.918,0.89,4.1
136.0,7.0,26,2.235,0.73,5.308
63.9,3.0,4,9.679,24.45,4.899
105.0,4.0,85,1.74,14.04,3.145
90.9,3.0,7,4.041,2.55,4.577
88.0,5.0,19,3.157,0.71,4.798
140.6,7.0,41,2.643,1.17,5.755
150.3,7.0,32,2.954,7.75,5.222
72.9,4.0,3,2.161,6.54,2.646
41.5,2.0,29,3.294,19.28,1.689
99.1,5.0,70,3.135,0.65,4.458
53.9,3.0,22,9.07,1.5,5.447
137.8,6.0,77,4.401,16.38,6.229
103.1,4.0,32,3.429,6.82,4.87
